,OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed,x,y
226,258,PEC-PWM-0027,Prince William County,SI NVA02 LLC,STACK INFRASTRUCTURE,9720 HORNBAKER RD,7595-85-3439,12.47,"224,652",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=263058&mtab=property&p=263058,,38.74435198,-77.53293039,2025-07-15,SEP,38.74435198,,-8630926.330725119,4685118.063505137
227,259,PEC-PWM-0028,Prince William County,SI NVA02 LLC,STACK INFRASTRUCTURE,9750 HORNBAKER RD,7595-85-6929,12.58,"241,249",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=263807&mtab=property&p=263807,,38.74315536,-77.53341319,2025-07-15,SEP,38.74315536,,-8630980.075775277,4684947.274781233
228,260,PEC-PWM-0029,Prince William County,COPT DC INNOVATION LLC,COPT DC INNOVATION LLC,11120 THOMASSON BARN RD,7595-95-6147,21.14,"352,030",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228234&mtab=property&p=228234,,38.74405917,-77.52985457,2024-04-10,SEP,38.74405917,,-8630583.932008948,4685076.271655817
229,261,PEC-PWM-0030,Prince William County,POWERLOFT @ INNOVATION I,POWERLOFT @ INNOVATION I,9651 HORNBAKER RD,7595-96-0662,19.5,"247,608",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=248042&mtab=property&p=248042,,38.74735946,-77.53176726,2024-04-10,SEP,38.74735946,,-8630796.851685796,4685547.321576321
230,262,PEC-PWM-0031,Prince William County,DC 12 14 DE LLC (Amazon),Amazon Data Services Inc,7056 WELLINGTON RD,7596-17-3979,23.5,"311,198",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=225337&mtab=property&p=225337,,38.77810604,-77.55823182,2024-04-10,SEP,38.77810604,,-8633742.87302906,4689936.823422857
231,263,PEC-PWM-0032,Prince William County,South Point Phase II LLC,South Point Phase II LLC,8300 BUCKEYE TIMBER DR,7596-27-0053,22.22,"530,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=225070,https://www.insidenova.com/headlines/planners-support-linton-hall-data-center-proposal/article_a70fa594-176e-11ec-995a-7f53ce2a867d.html,38.77664796,-77.55670511,2024-04-10,SEP,38.77664796,,-8633572.920449272,4689728.619497256
232,264,PEC-PWM-0033,Prince William County,"KH DATA CAPITAL BUILDING 4 LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE","KH DATA CAPITAL BUILDING 4 LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE",11680 HAYDEN RD,7596-47-5780,12.0,"165,230",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228118&mtab=property&p=228118,,38.77804577,-77.54706933,2024-04-10,SEP,38.77804577,,-8632500.270326275,4689928.217191668
233,266,PEC-PWM-0035,Prince William County,"KH DATA CAPITAL DEVELOPMENT LAND LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE","KH DATA CAPITAL DEVELOPMENT LAND LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE",11650 HAYDEN RD,7596-57-4735,41.38,"597,590",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228119&mtab=property&p=228119,,38.77679846,-77.54393365,2024-04-10,SEP,38.77679846,,-8632151.20802539,4689750.109678563
234,267,PEC-PWM-0036,Prince William County,COPT DC 19 LLC,COPT DC 19 LLC,8170 BETHLEHEM RD,7596-58-8732,62.13,"719,742",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=091439&mtab=property&p=091439,,38.77942075,-77.54248132,2024-04-10,SEP,38.77942075,,-8631989.535389327,4690124.558735232
235,269,PEC-PWM-0038,Prince William County,VA6B1 and VA6B2,IRON MOUNTAIN DATA CENTERS,7749 WELLINGTON RD,7596-64-9220,13.94,"230,706",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=270074,https://egcss.pwcgov.org/SelfService#/project/e9a346de-2f59-4bf0-97e6-98b81a0869e6,38.76803767,-77.5384062,2024-04-10,SEP,38.76803767,,-8631535.895105999,4688499.215309751
236,270,PEC-PWM-0039,Prince William County,Iron Mountain Building 7,IRON MOUNTAIN DATA CENTERS,8328 BETHLEHEM RD,7596-66-8266,23.74,"304,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=090673,https://datacenterhawk.com/marketplace/providers/iron-mountain-data-centers/11500-prince-william-parkway/va-7,38.77506417,-77.53979607,2024-04-10,SEP,38.77506417,,-8631690.614726672,4689502.469859787
237,272,PEC-PWM-0041,Prince William County,AMAZON DATA SERVICES INC,Amazon Data Services Inc,7600 DOANE DR,7597-42-1395,7.92,"127,700",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257269&mtab=property&p=257269,,38.79215709,-77.54833608,2024-04-10,SEP,38.79215709,,-8632641.28429124,4691943.436184619
238,273,PEC-PWM-0042,Prince William County,AMAZON DATA SERVICES INC,Amazon Data Services Inc,11800 BREWERS SPRING RD,7597-42-1456,7.85,"123,534",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257270&mtab=property&p=257270,,38.79108671,-77.54836827,2024-04-10,SEP,38.79108671,,-8632644.86766565,4691790.562648242
239,274,PEC-PWM-0043,Prince William County,AMAZON DATA SERVICES INC,Amazon Data Services Inc,11801 BREWERS SPRING RD,7597-42-2107,10.06,"115,600",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=255831&mtab=property&p=255831,,38.78990386,-77.54798817,2024-04-10,SEP,38.78990386,,-8632602.555127196,4691621.628620461
240,275,PEC-PWM-0044,Prince William County,Amazon Data Center,Amazon Data Services Inc,7101 CENTURY PARK DR,7597-54-1893.01,16.72,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265828,https://www.datacenterdynamics.com/en/news/amazon-acquires-140-acres-of-land-in-manassas-virginia/,38.79769912,-77.54477347,2024-04-10,SEP,38.79769912,,-8632244.696360143,4692734.99528
241,276,PEC-PWM-0045,Prince William County,Amazon Data Center,Amazon Data Services Inc,7300 CENTURY PARK DR,7597-54-9420.01,10.56,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265829,https://www.datacenterdynamics.com/en/news/amazon-acquires-140-acres-of-land-in-manassas-virginia/,38.79560031,-77.54213417,2024-04-10,SEP,38.79560031,,-8631950.890828092,4692435.218433914
242,277,PEC-PWM-0046,Prince William County,GI TC 7510 MASON KING CT LLC (Amazon),Amazon Data Services Inc,7510 MASON KING CT,7597-62-3841,9.51,"150,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=083773&mtab=property&p=083773,,38.7903438,-77.54118715,2024-04-10,SEP,38.7903438,,-8631845.469043925,4691684.4602972735
243,278,PEC-PWM-0047,Prince William County,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),Amazon Data Services Inc,7505 MASON KING CT,7597-72-1867,7.66,"109,543",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=214426&mtab=property&p=214426,,38.79125396,-77.53829389,2024-04-10,SEP,38.79125396,,-8631523.392813994,4691814.449433299
244,279,PEC-PWM-0048,Prince William County,Amazon Data Center,Amazon Data Services Inc,7500 BETHLEHEM RD,7597-72-7289,9.93,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=022195,,38.79211731,-77.53618305,2024-04-10,SEP,38.79211731,,-8631288.415180046,4691937.754694642
245,280,PEC-PWM-0049,Prince William County,Westview 66,Microsoft Corporation,11314 BALLS FORD RD,7597-85-1215,40.47,"1,145,989",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246592,https://www.datacenterdynamics.com/en/news/microsoft-to-build-new-data-center-in-manassas-virginia/,38.79625062,-77.535525,2026-03-19,SEP,38.79625062,,-8631215.161389127,4692528.102449014
246,281,PEC-PWM-0050,Prince William County,Alligned Data Centers (Balls Ford),PROPCO LLC,10920 BALLS FORD RD,7597-95-8953,28.35,"1,275,141",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=227933,https://egcss.pwcgov.org/SelfService#/plan/5c7da087-98bf-4549-8e76-1e6eb1934083?tab=attachments,38.79927512,-77.528024,2024-04-10,SEP,38.79927512,,-8630380.153888687,4692960.104027378
247,282,PEC-PWM-0051,Prince William County,Airport Gateway Commerce Center,CloudHQ,10940 AIRMAN AVE,7694-84-2446,35.6,"369,600",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,38.71584462,-77.49835774,2026-03-19,SEP,38.71584462,,-8627077.720931746,4681050.101262594
248,283,PEC-PWM-0052,Prince William County,ABTEEN VENTURES LLC (CloudHQ),CloudHQ,10880 AIRMAN AVE,7694-85-3066,27.6,"394,593",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257650&mtab=property&p=257650,,38.71685464,-77.49973722,2026-03-19,SEP,38.71685464,,-8627231.28394291,4681194.202037638
249,284,PEC-PWM-0053,Prince William County,BOURZOU VENTURES LLC (CloudHQ),CloudHQ,10100 HARRY J PARRISH BLVD,7694-87-3694,23.22,"347,876",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=254673&mtab=property&p=254673,,38.72297975,-77.49923145,2026-03-19,SEP,38.72297975,,-8627174.98188405,4682068.122512789
250,285,PEC-PWM-0054,Prince William County,MANUCHEHR VENTURES LLC,CloudHQ,10900 AIRMAN AVE,7694-95-7303,9.78,"139,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264071&mtab=property&p=264071,,38.71508644,-77.49476365,2026-03-19,SEP,38.71508644,,-8626677.628663084,4680941.932142933
251,286,PEC-PWM-0055,Prince William County,"UNICORN INTERESTS LLC, PCL C1",CloudHQ,"10849 AIRMAN AVE",7694-96-2732,16.56,"250,144",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=254675,https://egcss.pwcgov.org/SelfService#/project/d91b5451-7721-4963-b450-05f269c503e5,38.71928606,-77.49618926,2026-03-19,SEP,38.71928606,,-8626836.326842349,4681541.104021562
252,287,PEC-PWM-0056,Prince William County,AIRPORT GATEWAY COMMERCE CENTER,CloudHQ,10850 Airman Ave,7694-97-2419,7.23,0,,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/project/a44840d1-befb-4b5c-93ee-0485a9dc4f84,38.72144071,-77.49642758,2026-03-19,SEP,38.72144071,,-8626862.856503401,4681848.527807645
253,288,PEC-PWM-0057,Prince William County,Innovation On The Parkway PRA,"University Blvd, LLC",11101 UNIVERSITY BLVD,7695-09-7902,17.73,576952,,Redevelopment,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=202724,https://egcss.pwcgov.org/SelfService#/plan/005eaa9c-a822-4dad-b14e-35d804a4f532,38.75371200000,-77.52560492,2026-03-19,SEP,38.753712,,-8630110.863134902,4686454.080001548
254,289,PEC-PWM-0058,Prince William County,SI NVA05 LLC,STACK INFRASTRUCTURE,9680 INNOVATION DR,7695-17-9607,31.06,"213,320",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=265449&mtab=property&p=265449,,38.74838568,-77.52154804,2025-07-15,SEP,38.74838568,,-8629659.25331909,4685693.798248376
255,290,PEC-PWM-0059,Prince William County,SI NVA06 LLC,STACK INFRASTRUCTURE,9700 INNOVATION DR,7695-26-4469,15.92,"223,757",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265450,,38.74731521,-77.51988743,2025-07-15,SEP,38.74731521,,-8629474.395059487,4685541.0056361295
256,291,PEC-PWM-0060,Prince William County,SI NVA07 LLC,STACK INFRASTRUCTURE,9720 INNOVATION DR,7695-26-7645,15.54,"233,757",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265451,,38.74664585,-77.51875828,2025-07-15,SEP,38.74664585,,-8629348.698656458,4685445.466277905
257,292,PEC-PWM-0061,Prince William County,SI NVA08 LLC,STACK INFRASTRUCTURE,9740 INNOVATION DR,7695-36-1324,15.85,"216,067",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=265452&mtab=property&p=265452,,38.74606588,-77.51747709,2025-07-15,SEP,38.74606588,,-8629206.077238044,4685362.686493033
258,293,PEC-PWM-0062,Prince William County,DC-4,QTS,10680 UNIVERSITY BLVD,7695-38-4751,19.18,"323,526",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248431,https://egcss.pwcgov.org/SelfService#/project/323efe8c-4e6b-4a44-87b8-c7cd7e5487ba,38.75262704,-77.51650109,2024-04-10,SEP,38.75262704,,-8629097.42941503,4686299.207632596
259,294,PEC-PWM-0063,Prince William County,QTS Manassas DC 5,QTS,9301 FREEDOM CENTER BLVD,7695-39-0644,22.72,"305,510",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=248323&mtab=property&p=248323,,38.75484953,-77.51757918,2024-04-10,SEP,38.75484953,,-8629217.441844864,4686616.458991132
260,295,PEC-PWM-0064,Prince William County,QTS MANASSAS I DC6 LLC,QTS,9540 GODWIN DR,7695-47-4075,0.0,"269,091",,Expansion,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=081575,https://egcss.pwcgov.org/SelfService#/project/0c44cca2-aaaa-4c97-8b2b-e2bb17ee1980?tab=moreinfo,38.75437928,-77.50989723,2024-04-10,SEP,38.75437928,,-8628362.291082563,4686549.331902817
261,296,PEC-PWM-0065,Prince William County,QTS Manassas DC 2,QTS,9400 GODWIN DR,7695-48-1668,12.4,"127,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=261328&mtab=property&p=261328,,38.75243583,-77.51314445,2024-04-10,SEP,38.75243583,,-8628723.769959455,4686271.913648525
262,297,PEC-PWM-0066,Prince William County,INNOVATION EXECUTIVE CENTER DC-3,QTS,9420 GODWIN DR,7695-48-5745,,"174,719",,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/project/aa699c84-7dd0-4bb1-aaec-7712d020a74b,38.75278121,-77.51228382,2024-04-10,SEP,38.75278121,,-8628627.965066092,4686321.214450776
263,298,PEC-PWM-0067,Prince William County,Ashwood Addition,CloudHQ,10400 HARRY J PARRISH BLVD,7695-50-2997,85.37,1644498,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=251263,https://datacenterhawk.com/marketplace/providers/cloudhq/10400-harry-j-parrish-blvd/mdc,38.73169511,-77.51025821,2026-03-19,SEP,38.73169511,,-8628402.475192348,4683311.74467206
264,299,PEC-PWM-0085,Prince William County,Digital Second Manassas,DIGITAL CARVER BRICKYARD LLC,10000 BRICKYARD WAY,7695-53-7717,61.47,"1,759,136",,New,Proposed,Need better source for square footage,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=081573,https://gisweb.pwcgov.org/webapps/countymapper/index.html?Layer=Parcel&GPIN=7695-53-7717,38.73787155,-77.5082881,2024-04-10,SEP,38.73787155,,-8628183.163550342,4684193.172207747
265,300,PEC-PWM-0068,Prince William County,QTS MANASSAS I DC3 LLC,QTS MANASSAS I DC3 LLC,9480 GODWIN DR,7695-58-1491,32.31,"269,091",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246763,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=246763&mtab=property,38.75326476,-77.51034771,2024-04-10,SEP,38.75326476,,-8628412.438286774,4686390.238544072
266,301,PEC-PWM-0068A,Prince William County,QTS MANASSAS I DC6 LLC,QTS MANASSAS I DC3 LLC,9480 GODWIN DR,7695-58-1491,0.0,0,,Expansion,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246763,https://egcss.pwcgov.org/SelfService#/project/bf056fe5-a489-4e3f-ac62-1a4449179c33?tab=locations,38.75037986,-77.51286912,2024-04-10,SEP,38.75037986,,-8628693.120364053,4685978.441920203
267,302,PEC-PWM-0069,Prince William County,AMAZON DATA SERVICES INC,Amazon Data Services Inc,10201 TANNER WAY,7695-62-8723,82.58,,,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=078744&mtab=property&p=078744,,38.73494367,-77.50452253,2024-04-10,SEP,38.73494367,,-8627763.982215397,4683775.330742581
268,303,PEC-PWM-0070,Prince William County,MANASSAS NCP LLC,MANASSAS NCP LLC,9000 FREEDOM CENTER BLVD,7696-21-7764,18.75,"409,252",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=025267&mtab=property&p=025267,,38.76058192,-77.51869199,2024-04-10,SEP,38.76058192,,-8629341.319287414,4687434.7798222415
269,305,PEC-PWM-0072,Prince William County,Vulcan Data Center,Amazon Data Services Inc,8501 VULCAN LN,7696-34-7899,165.3,"1,071,000",,New,Proposed,square footage is an estimate,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=019605,https://egcss.pwcgov.org/SelfService#/plan/f322379d-0301-4028-9ba5-e23724a6cb51,38.77114753000,-77.51434821,2024-04-10,SEP,38.77114753,,-8628857.771909695,4688943.233746148
270,306,PEC-PWM-0073,Prince William County,ALEXANDRIA TECHNOLOGY CENTER,QTS,10600 PYRAMID PL,7696-40-1403,12.44,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,38.75654623,-77.51377034,2024-04-10,SEP,38.75654623,,-8628793.443715546,4686858.662626791
271,308,PEC-PWM-0075,Prince William County,Compton Property SUP,Amazon Data Services Inc,8750 RIXLEW LN ,7696-56-8064,,"1,062,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=021785&mtab=property&p=021785,https://egcss.pwcgov.org/SelfService#/plan/30cd92af-9b69-425c-924d-b7653f1e009e?tab=attachments,38.77580186000,-77.51027044,2024-04-10,SEP,38.77580186,,-8628403.836629719,4689607.804112769
272,309,PEC-PWM-0076,Prince William County,MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE,MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE,7777 INFANTRY RIDGE RD,7697-47-3772,20.33,"227,465",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=201953&mtab=property&p=201953,,38.80485812,-77.51249065,2024-04-10,SEP,38.80485812,,-8628650.989276374,4693757.594680036
273,310,PEC-PWM-0077,Prince William County,EQUINIX DC14,EQUINIX,7400 INFANTRY RIDGE RD,7697-47-7005,7.31,859040,,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=094465&mtab=property&p=094465,,38.80343871,-77.51079471,2026-03-19,SEP,38.80343871,,-8628462.19809916,4693554.836435528
274,311,PEC-PWM-0078,Prince William County,MCC5,CloudHQ,10740 AIRMAN AVE,7794-06-4463,24.4,"400,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=094463,https://datacenterhawk.com/marketplace/providers/cloudhq/10740-airman-avenue/mcc5,38.71975632,-77.49308577,2026-03-19,SEP,38.71975632,,-8626490.847915867,4681608.199561879
275,313,PEC-PWM-0080,Prince William County,Potomac Technology Park,Plaza Realty Management Inc,14854 DUMFRIES RD,7991-04-7237,51.67,1170320,,New,Proposed,square footage includes all impervious surface,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264531&mtab=property&p=264531,https://egcss.pwcgov.org/SelfService/PWCePortal#/plan/a6ee77bc-ded4-40cd-ab62-1a962feb18a1?tab=attachments,38.63024684000,-77.42246893,2026-03-19,SEP,38.63024684,,-8618629.817245642,4668845.150879941
276,315,PEC-PWM-0082,Prince William County,Amazon Data Center,Amazon Data Services Inc,,,,,,New,Proposed,,,https://www.princewilliamtimes.com/news/manassas-to-net-28-million-in-land-sale-for-amazon-data-center-but-the-money/article_9be9a116-a505-11ee-a48c-e7a38d4609f7.html,38.73384341,-77.51592351,2024-04-10,SEP,38.73384341,,-8629033.133503536,4683618.3156712605
277,316,PEC-PWM-0083,Prince William County,Prince William Digital Gateway,"Compass, QTS Data Centers",,,1760.0,"10,700,000",,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/plan/b0fcafed-a7f4-4ea1-8f83-e71a94ebf4f9?tab=attachments,38.82382542000,-77.56874004,2024-04-10,SEP,38.82382542,,-8634912.642728608,4696467.401443068
278,317,PEC-SCO-0001,Scott County,Scott County Regional Business & Technology Park,SCOTT COUNTY INDUSTRIAL DEV.,372 Technology Trail Ln,80A3-A-8,55.0,0,,New,Proposed,,https://scottcova.interactivegis.com/jtf/1112,https://www.scottcountyva.com/188/Sites-Buildings,36.71585269,-82.80458855,2024-04-10,SEP,36.71585269,,-9217764.632732525,4399573.977948231
279,318,PEC-SPO-0001,Spotsylvania County,Carter's Store Tech Campus,Amazon Data Services Inc,,36-A-46,313.0,"2,600,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterfrontier.com/cloud/article/33006046/amazon-plans-major-data-center-expansion-in-virginias-spotsylvania-county,38.18951163,-77.45480833,2024-04-10,SEP,38.18951163,,-8622229.822786197,4606232.15032684
280,319,PEC-SPO-0002,Spotsylvania County,Cosner Tech Campus,Amazon Data Services Inc,4049 Massaponax Church Road,50-A-126,329.0,"1,900,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/10m-sq-ft-amazon-files-for-four-data-center-campuses-in-virginias-spotsylvania-and-caroline-counties/,38.20971816,-77.48422827,2024-04-10,SEP,38.20971816,,-8625504.835526168,4609094.463781956
281,320,PEC-SPO-0003/PEC-CAR-0001,Spotsylvania County,Hunter's Ridge,Hunters Ridge LLC,4110 Overview Drive,36-A-41D,127.0,"900,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.spotsylvania.va.us/2493/R22-0016-Hunters-Ridge-Office-Park,38.21946773,-77.47517912,2024-04-10,SEP,38.21946773,,-8624497.488756055,4610475.802781324
282,321,PEC-SPO-0004,Spotsylvania County,Mattameade Tech Campus,Amazon Data Services Inc,,,161.93,0,,New,Proposed,Sister property to Caroline campus - expected to provide utilities,,https://fredericksburg.com/news/local/data-center-proposals-pile-up-in-spotsylvania/article_0b3a873c-ff26-11ed-97a1-df0bb17d1b49.html,38.12168301,-77.50419731,2024-04-10,SEP,38.12168301,,-8627727.778890597,4596629.831065653
283,322,PEC-SPO-0005,Spotsylvania County,PowerHouse95,PowerHouse Data Centers,"0 Overview DR Fredericksburg, VA",36-A-41D,145.0,"3,500,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/powerhouse-plans-800mw-campus-in-virginias-spotsylvania-county/,38.2181191,-77.48060345,2024-04-10,SEP,38.2181191,,-8625101.322409553,4610284.715097392
284,323,PEC-SPO-0006,Spotsylvania County,Summit Crossing Tech Campus,Amazon Data Services Inc,Summit Crossing Road,51-A-33,231.0,"2,100,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/10m-sq-ft-amazon-files-for-four-data-center-campuses-in-virginias-spotsylvania-and-caroline-counties/,38.18847143,-77.44053219,2024-04-10,SEP,38.18847143,,-8620640.610150905,4606084.824480868
285,324,PEC-STA-0001,Stafford County,Old Potomac Church Data Center,Amazon Data Services Inc,Old Potomac Church Road,39-71A,49.9,"510,000",,New,Proposed,,,"https://staffordcountyva.gov/government/departments_p-z/planning_and_zoning/long_range/rezonings,_cups,_comp_plan_amendments/development_review_meetings_new_applications.php",38.41132231,-77.40424702,2024-04-10,SEP,38.41132231,,-8616601.363503158,4637695.927075863
286,325,PEC-STA-0002,Stafford County,Stafford Technology Campus,"Jon M. Peterson, Stafford Technology, LC","east side of Richmond Highway, across from Sage Lane",38-124,523.94,"5,500,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,"https://staffordcountyva.gov/government/departments_p-z/planning_and_zoning/long_range/rezonings,_cups,_comp_plan_amendments/development_review_meetings_new_applications.php",38.38512162,-77.43161729,2024-04-10,SEP,38.38512162,,-8619648.208022432,4633974.349762313
287,326,PEC-SUR-0001,Surry County,Green Energy Center,Green Energy Partners,HOG ISLAND ROAD,31-22,641.0,0,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterfrontier.com/energy/article/33010239/onsite-energy-plans-for-new-data-center-projects-reflect-industrys-decarbonization-investment,37.15202452,-76.68507338,2024-04-10,SEP,37.15202452,,-8536543.320106411,4460318.28219654
288,327,PEC-VAB-0001A,Virginia Beach City,Telxius Cable Landing Station Virginia Beach,Telxius,1900 Corporate Landing Pkwy Cm,24152291580000,0.0,"140,000",,Expansion,Proposed,,https://propertysearch.virginiabeach.gov/#/property/24152291580000,https://baxtel.com/data-center/telxius-cable-landing-station-virginia-beach,36.77926148,-76.00783079,2024-04-10,SEP,36.77926148,,-8461153.019844096,4408383.184396888
289,328,PEC-VAB-0002,Virginia Beach City,Globalinx Virginia Beach,LANDING 888 LLC,1632 Corporate Landing Pkwy,24152434460000,7.0,"9,712",,Complete,Existing,,https://propertysearch.virginiabeach.gov/#/property/24152434460000,,36.7837077,-76.00894299,2024-04-10,SEP,36.7837077,,-8461276.829381758,4409001.158619667
290,329,PEC-VAB-0001,Virginia Beach City,Telxius Cable Landing Station Virginia Beach,Telxius,1900 Corporate Landing Pkwy Cm,24152291580000,11.5,"10,750",,Complete,Existing,,,,36.77754701,-76.00713488,2024-04-10,SEP,36.77754701,,-8461075.55149726,4408144.902061556
291,330,PEC-WIS-0001,Wise County,DP Facilities: Mineral Gap,DP FACILITIES INC SOUTH LLC,5978 WINDSWEPT BLVD,042710,22.0,"65,000",,"Operating, Expanding",Existing,,https://wisecova.interactivegis.com/jtf/35364,https://www.dpfacilities.com/markets/wise-va/,36.97806629,-82.5270336,2024-04-10,SEP,36.97806629,,-9186867.357031377,4436049.951746654
292,332,PEC-SCO-0002,Scott County,Duffield Premier Data Center Site,ONEPARTNER LLC,158 Advanced Technology Dr,80A3-3-8,2.48,"9,200",,Complete,Existing,,https://scottcova.interactivegis.com/jtf/10308,https://cloudandcolocation.com/datacenters/onepartner-duffield-data-center-atac/,36.71256549,-82.80250359,2024-04-10,SEP,36.71256549,,-9217532.536047002,4399117.4947677795
